HGNC	model organism	sex	line	effect on lifespan	lifespan % change - mean	lifespan % change - median	lifespan % change - max	intervention deteriorates	intervention improves	main effect on lifespan	intervention method	tissue	doi	pmid
GSK3A	fly Drosophila melanogaster	all	w1118	decreases lifespan	n/a	-61.7	-49	stress responce		gain of function	additional copies of a gene in the genome		10.1016/j.celrep.2016.03.041	n/a
GSK3A	fly Drosophila melanogaster	all	w1118	improves survival under stress conditions	n/a	5	7		stress responce	loss of function	interfering RNA transgene		10.1016/j.celrep.2016.03.041	n/a
NUDT1	mouse	all	C57BL/6	increases lifespan	n/a	16	16		nervous system,cognitive function,stem and progenitor cells,proliferation,DNA metabolism	gain of function	additional copies of a gene in the genome		10.1111/acel.12094	n/a
IKBKB	mouse	male	C57BL/6	decreases lifespan	n/a	-6.3	-4.8			gain of function	treatment with vector with additional gene copies	mediobasal hypothalamus	10.1038/nature12143	n/a
IKBKB	mouse	male	C57BL/6	increases lifespan	n/a	17.5	14		skin,bone,muscle,cognitive function	loss of function	gene knockout	brain	10.1038/nature12143	n/a
SQSTM1	fly Drosophila melanogaster	female	w1118	increases lifespan	n/a	16	16.7		mitochondrial function,proteostasis,skin and the intestine epithelial barriers function	gain of function	additional copies of a gene in the genome		10.1016/j.celrep.2019.06.070	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	15	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	8	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	35	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	29	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	31	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	53	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	34	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	9	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	30	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	20	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	41	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	38	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	17	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	20	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/s41467-019-13540-4	n/a
SQSTM1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	20	n/a	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1038/s41467-019-13540-4	n/a
SQSTM1	mouse	male	C57BL/6J	decreases lifespan	-33.3	-44.4	-36.4	oxidation/antioxidant function,mitochondrial function		loss of function	gene knockout		10.1038/embor.2011.246	22222206
SQSTM1	mouse	female	C57BL/6J	decreases lifespan	n/a	-12.5	-10	mitochondrial function,oxidation/antioxidant function		loss of function	gene knockout		10.1038/embor.2011.246	22222206
CDK7	mouse	not specified	n/a	decreases lifespan	n/a	n/a	n/a	skin,body composition,skin and the intestine epithelial barriers function,hair/coat,liver,blood		loss of function	gene modification to reduce gene expression		10.1038/emboj.2012.94	22505032
GRN	mouse	not specified	C57BL/6	increases lifespan	n/a	5.5	7.9			loss of function	gene knockout		10.1016/j.nbd.2011.08.029	n/a
GRN	mouse	not specified	C57BL/6	decreases lifespan	n/a	-32.5	-20.9	nervous system,cognitive function		loss of function	gene knockout		10.1016/j.nbd.2011.08.029	n/a
GRN	mouse	not specified	C57BL/6J × 129/Sv	decreases lifespan	n/a	n/a	n/a	nervous system,liver,INS/IGFR pathway,autophagy,proteolysis,senescence		loss of function	gene knockout		10.1002/path.4043	n/a
RICTOR	mouse	female	C57BL/6	decreases lifespan	-8.4	-6.9	-4			loss of function	gene knockout		10.1111/acel.12256	25059582
RICTOR	mouse	female	C57BL/6	decreases lifespan	-0.3	0	-0.6	glucose metabolism		loss of function	gene knockout	liver	10.1111/acel.12256	25059582
RICTOR	mouse	male	C57BL/6	decreases lifespan	-29.6	-39.5	-23.7			loss of function	gene knockout		10.1111/acel.12256	25059582
RICTOR	mouse	male	C57BL/6	decreases lifespan	-24.1	-29	-26.8	glucose metabolism		loss of function	gene knockout	liver	10.1111/acel.12256	25059582
RICTOR	mouse	male	C57BL/6	decreases lifespan	n/a	-37.7	n/a	skin,body composition,hair/coat		loss of function	gene knockout		10.1111/acel.12256	25059582
RICTOR	mouse	male	C57BL/6	decreases lifespan	n/a	-13.1	n/a	skin,body composition,hair/coat		loss of function	gene knockout		10.1111/acel.12256	25059582
RICTOR	mouse	male	C57BL/6	decreases lifespan	n/a	n/a	n/a			loss of function	gene knockout		10.1111/acel.12256	25059582
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	23	0	0			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	23	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	29	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	11	0	0			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	19	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	8	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	31	25	0			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	22	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	21	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	3	0	0			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	6	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	4	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	51	50	100			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	44	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	51	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-21	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-24	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-26	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	6	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	8	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	17	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-44	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-35	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-41	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-30	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-19	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-32	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-29	-29	-31			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-21	-21	-12			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases survival under stress conditions	-4	0	0			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	5	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	5	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	27	43	0			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	27	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	27	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-34	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-24	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-24	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	5	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	4	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-1	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-9.5	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-12	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-16	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-5	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-22	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-12	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-11	n/a	n/a			loss of function	gene knockout		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	16	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	22	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	9	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	15	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	9	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	12	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
RICTOR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	22	n/a	n/a			loss of function	RNA interferention		10.1111/acel.12248	25040785
CTF1	mouse	male	C57BL/6	increases lifespan	n/a	17.9	n/a		cardiovascular system,senescence,inflammation,apoptosis,oxidation/antioxidant function,DNA metabolism,building and protection of telomeres	loss of function	gene knockout		10.1161/HYPERTENSIONAHA.112.201699	n/a
TRPV1	mouse	male	C57BL/6J	increases lifespan	10.6	11.9	6		metabolism,INS/IGFR pathway	loss of function	gene knockout		10.1016/j.cell.2014.03.051	n/a
TRPV1	mouse	female	C57BL/6J	increases lifespan	15.7	15.9	10.7		metabolism,INS/IGFR pathway	loss of function	gene knockout		10.1016/j.cell.2014.03.051	n/a
TRPV1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-29	n/a	n/a			loss of function	gene knockout		10.1371/journal.pgen.1000213	n/a
NFE2L1	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-20.5	n/a	-14			loss of function	gene modification		10.1016/j.cell.2008.01.030	n/a
NFE2L1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	24	n/a	33			gain of function	treatment with vector with additional gene copies		10.1016/j.cell.2008.01.030	n/a
NFE2L1	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	12	n/a	9.5			gain of function	treatment with vector with additional gene copies		10.1016/j.cell.2008.01.030	n/a
NFE2L1	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-24	-19	-19			loss of function	gene modification		10.1016/j.cell.2008.01.030	n/a
NFE2L1	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-14.3	-19	-9.5			loss of function	gene modification		10.1016/j.cell.2008.01.030	n/a
NFE2L1	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-14.6	-19	-9.5			loss of function	gene modification		10.1016/j.cell.2008.01.030	n/a
GDF11	fish Nothobranchius guentheri	all	n/a	increases lifespan	n/a	n/a	n/a			gain of function	treatment with protein		10.1007/s10522-018-09789-9	n/a
GDF11	fly Drosophila melanogaster	male	w1118 x y1w1118	increases lifespan	n/a	27	21.6		muscle	gain of function	additional copies of a gene in the genome	muscle	10.1016/j.celrep.2014.05.001	24882005
GDF11	fly Drosophila melanogaster	male	w1118 x y1v1	decreases lifespan	n/a	-20	-18.2	muscle		loss of function	interfering RNA transgene	muscle	10.1016/j.celrep.2014.05.001	24882005
GDF11	fly Drosophila melanogaster	male	w1118 x y1v1	decreases lifespan	n/a	-15	-15.9	muscle		loss of function	interfering RNA transgene	muscle	10.1016/j.celrep.2014.05.001	24882005
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	26.3	18.1	32.4			loss of function	RNA interferention		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	33.5	54.8	31.1			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	20.1	11.9	27.1			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	33.1	29.4	48.2			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	26.8	29.4	36.1			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	1	0	0			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	3.5	0	6.3			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	35.8	38.9	51.3			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	30.8	37.1	30.5			loss of function	gene modification		10.1016/j.cub.2007.08.058	n/a
GDF11	fly Drosophila melanogaster	male	n/a	increases lifespan	n/a	33.7	31.4		muscle	gain of function	additional copies of a gene in the genome	muscle	10.1016/j.celrep.2014.05.001	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	11	9.7	14.5			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	34	34.1	24.1			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	18	9.7	6.6			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	23	22.4	18.7			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	28	24.4	22.1			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	22	19	17.8			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	18	14	15.7			loss of function	treatment with a gene product inhibitor		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	21	18.3	22.3		locomotor function	loss of function	RNA interferention		10.1371/journal.pgen.1005866	n/a
ACE2	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	22	19.2	18.1			loss of function	RNA interferention		10.1371/journal.pgen.1005866	n/a
ALB	mouse	male	C57BL/6N	increases lifespan	n/a	20.3	n/a		muscle,cognitive function	gain of function	treatment with protein		10.1101/2021.02.21.432135	n/a
ALB	mouse	female	C57BL/6N	increases lifespan	n/a	17.6	12.5		muscle,cognitive function	gain of function	treatment with protein		10.1101/2021.02.21.432135	n/a
ALB	mouse	all	C57BL/6N	increases lifespan	n/a	18.75	7.2		muscle,cognitive function	gain of function	treatment with protein		10.1101/2021.02.21.432135	n/a
DUSP10	fly Drosophila melanogaster	male	Oregon-R	increases lifespan	n/a	46.2	51.3			loss of function	gene modification to reduce gene expression		10.1016/S1534-5807(03)00323-X	n/a
DUSP10	fly Drosophila melanogaster	male	Oregon-R	increases lifespan	n/a	79.9	61.2			loss of function	gene modification to reduce gene expression		10.1016/S1534-5807(03)00323-X	n/a
DUSP10	fly Drosophila melanogaster	male	ry506	increases lifespan	n/a	73.7	60.3			loss of function	gene modification to reduce gene expression		10.1016/S1534-5807(03)00323-X	n/a
BCL2L2	roundworm Caenorhabditis elegans	all	N2	increases lifespan	5.4	9.9	10.8			gain of function	gene modification to increase protein activity/stability		10.18632/aging.101078	n/a
TGFBR1	fly Drosophila melanogaster	female	n/a	increases lifespan	2.3	n/a	n/a			loss of function	interfering RNA transgene		10.1371/journal.pgen.1003941	n/a
TGFBR1	fly Drosophila melanogaster	female	n/a	increases lifespan	16.39	15	8		muscle,autophagy	loss of function	interfering RNA transgene	muscle	10.1371/journal.pgen.1003941	n/a
TGFBR1	fly Drosophila melanogaster	female	n/a	decreases lifespan	-2.7	-7	-4			loss of function	interfering RNA transgene	fat body	10.1371/journal.pgen.1003941	n/a
NLRP3	mouse	male	C57BL/6J	increases lifespan in animals with decreased lifespans	n/a	24.6	21.4		glucose metabolism,cardiovascular system,lipid metabolism,inflammation,autophagy,skin,apoptosis	loss of function	gene knockout		10.1007/s11357-019-00151-6	n/a
NLRP3	mouse	male	C57BL/6J	increases lifespan	n/a	18.5	27.9		cardiovascular system,building and protection of telomeres,glucose metabolism,metabolism,autophagy	loss of function	gene knockout		10.1111/acel.13050	n/a
NLRP3	mouse	male	C57BL/6J	increases lifespan	n/a	31.5	22.9		glucose metabolism,cardiovascular system,lipid metabolism,autophagy,apoptosis,inflammation,skin	loss of function	gene knockout		10.1007/s11357-019-00151-6	n/a
ZFAND2A	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-36	-33.3	-14.2			loss of function	RNA interferention		10.1073/pnas.0707025105	n/a
ZFAND2A	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases survival under stress conditions	-31.4	-60.9	0			loss of function	RNA interferention		10.1073/pnas.0707025105	n/a
ZFAND2A	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-28.2	-27.7	-15.7			loss of function	RNA interferention		10.1073/pnas.0707025105	n/a
ADAMTS20	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	n/a	12.5	74.1		INS/IGFR pathway,glucose metabolism	loss of function	gene knockout		10.1371/journal.pone.0133966	n/a
TUBB6	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	5.1	n/a	n/a			loss of function	RNA interferention		10.1111/j.1474-9726.2011.00765.x	n/a
TUBB6	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	30.3	n/a	n/a			loss of function	RNA interferention		10.1111/j.1474-9726.2011.00765.x	n/a
ANK2	fly Drosophila melanogaster	not specified	Canton-S w	decreases lifespan	n/a	-12.1	-15.8	nervous system,cognitive function,locomotor function		loss of function	interfering RNA transgene		10.3389/fncel.2019.00260	n/a
ANK2	fly Drosophila melanogaster	not specified	Canton-S w	decreases lifespan	n/a	-14.3	-14.9	nervous system,cognitive function,locomotor function		loss of function	interfering RNA transgene		10.3389/fncel.2019.00260	n/a
BECN1	mouse	female	C57BL/6J	increases lifespan	n/a	10.7	14.7		autophagy	gain of function	gene modification to increase protein activity/stability		10.1038/s41586-018-0162-7	n/a
BECN1	mouse	male	C57BL/6J	increases lifespan	n/a	12	16.3		autophagy	gain of function	gene modification to increase protein activity/stability		10.1038/s41586-018-0162-7	n/a
SNAI2	fly Drosophila melanogaster	female	Canton-s w1118	decreases lifespan	-9.8	n/a	n/a			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
SNAI2	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	21.1	n/a	n/a			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
SNAI2	fly Drosophila melanogaster	female	Canton-s w1118	increases lifespan	n/a	10	11			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
SNAI2	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	20	9			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
COL1A1	mouse	male	C57BL/6 x 129/ReJ	decreases lifespan	n/a	n/a	n/a	cardiovascular system,senescence,bone,muscle,body composition		gain of function	gene modification to increase protein activity/stability		10.1111/acel.12155	n/a
COL1A1	mouse	all	C57BL/6 x 129/OlaHsd	decreases lifespan	n/a	n/a	n/a	cardiovascular system		loss of function	gene modification to reduce gene expression		10.1161/01.RES.0000108263.74520.15	n/a
COL1A1	mouse	all	C57BL/6 x 129/OlaHsd	decreases lifespan	n/a	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1161/01.RES.0000108263.74520.15	n/a
COL3A1	mouse	all	Agouti	decreases lifespan	n/a	n/a	n/a	cardiovascular system		loss of function	gene knockout		10.1073/pnas.94.5.1852	n/a
PDHB	fly Drosophila melanogaster	male	Canton-S w	decreases lifespan	n/a	-11	0	mitochondrial function,nervous system,locomotor function		loss of function	interfering RNA transgene		10.1016/j.yexcr.2018.02.035	n/a
DGKZ	fly Drosophila melanogaster	male	w1118	increases lifespan	55	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1111/acel.12232	24889782
DGKZ	fly Drosophila melanogaster	male	w1118	increases lifespan	48	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1111/acel.12232	24889782
DGKZ	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	9	n/a	n/a			loss of function	gene modification		10.1111/acel.12232	24889782
DGKZ	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	21	n/a	n/a			loss of function	gene modification		10.1111/acel.12232	24889782
DGKZ	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	7	n/a	n/a			loss of function	gene modification		10.1111/acel.12232	24889782
DGKZ	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	6	n/a	n/a			loss of function	gene modification		10.1111/acel.12232	24889782
DGKZ	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	7	n/a	n/a			loss of function	gene modification		10.1111/acel.12232	24889782
DGKZ	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	8	n/a	n/a			loss of function	gene modification		10.1111/acel.12232	24889782
DGKZ	fly Drosophila melanogaster	male	n/a	increases lifespan	47	39	56			loss of function	interfering RNA transgene		10.1111/acel.12232	n/a
CHSY1	mouse	not specified	C57BL/6J; CHSY1 +/-	decreases lifespan	n/a	-25.9	n/a	inflammation,nervous system,eyesight		loss of function	gene knockout		10.1534/genetics.119.302834	n/a
SNAI1	fly Drosophila melanogaster	female	Canton-s w1118	decreases lifespan	-9.8	n/a	n/a			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
SNAI1	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	21.1	n/a	n/a			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
SNAI1	fly Drosophila melanogaster	female	Canton-s w1118	increases lifespan	n/a	10	11			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
